genericOrSpecificParsing,verbAssociatorUsed,verbAssociatorProximityBasedOrSyntacticBased,hypernymMutation,closedOrMaximalPattern,minSupport,activityName,pattern,pfIaf,annotation
true,true,true,false,true,1,make_mashed_potato_casserole,"squash||potato,squash||potato",1.1472026867831537,0.625
true,true,true,false,true,1,make_mashed_potato_casserole,"squash||potato,squash||potato,squash||potato",1.0557589943584096,0.6
true,true,true,false,true,1,make_mashed_potato_casserole,"squash||potato,squash||potato,squash||potato,squash||potato",1.0058806166721856,0.575
true,true,true,false,true,1,make_mashed_potato_casserole,"squash||potato,squash||potato,squash||potato,squash||potato,squash||potato",0.9476891760382575,0.55
true,true,true,false,true,1,make_mashed_potato_casserole,"squash||potato,squash||potato,squash||potato,squash||potato,squash||potato,squash||potato",0.8894977354043294,0.55
true,true,true,false,true,1,make_mashed_potato_casserole,"squash||potato,squash||potato,squash||potato,squash||potato,squash||potato,squash||potato,squash||potato",0.8063671059272892,0.525
true,true,true,false,true,1,make_mashed_potato_casserole,"squash||potato,squash||potato,squash||potato,squash||potato,squash||potato,squash||potato,squash||potato,squash||potato",0.7648017911887692,0.5125
true,true,true,false,true,1,make_mashed_potato_casserole,"squash||potato,squash||potato,be||potato",0.7897409800318813,0.41666666666666663
true,true,true,false,true,1,make_mashed_potato_casserole,"squash||potato,squash||casserole",0.7814279170841772,1
true,true,true,false,true,1,make_mashed_potato_casserole,"squash||potato,squash||casserole,squash||potato",0.7731148541364733,0.625
true,true,true,false,true,1,make_mashed_potato_casserole,"squash||potato,be||potato",0.8479324206658093,0.375
true,true,true,false,true,1,make_mashed_potato_casserole,be||potato,0.8811846724566255,0.25
true,true,true,false,true,1,make_mashed_potato_casserole,"be||potato,squash||potato",0.7980540429795853,0.375
true,true,true,false,true,1,make_stuffed_crust_pizza,stuff||crust,0.847716496952882,1
true,true,true,false,true,1,make_stuffed_crust_pizza,"stuff||crust,stuff||crust",0.7091474541817379,0.625
true,true,true,false,true,1,make_stuffed_crust_pizza,"stuff||crust,stuff||pizza",0.7662052953227971,1
true,true,true,false,true,1,make_stuffed_crust_pizza,"stuff||crust,stuff||pizza,stuff||crust",0.6357873727146615,0.625
true,true,true,false,true,1,make_stuffed_crust_pizza,be||crust,0.6765429735297039,0.25
true,true,true,false,true,1,make_stuffed_crust_pizza,be||pizza,0.831414256626865,0.25
true,true,true,false,true,1,make_stuffed_crust_pizza,"be||pizza,be||pizza",0.6683918533666954,0.25
true,true,true,false,true,1,make_stuffed_crust_pizza,"be||pizza,make||pizza",0.6357873727146615,0.375
true,true,true,false,true,1,make_stuffed_crust_pizza,stuff||pizza,0.9373788187459753,1
true,true,true,false,true,1,make_stuffed_crust_pizza,"stuff||pizza,stuff||crust",0.6765429735297039,1
true,true,true,false,true,1,make_stuffed_crust_pizza,"stuff||pizza,stuff||pizza",0.7580541751597888,1
true,true,true,false,true,1,make_stuffed_crust_pizza,be||cheese,0.627636252551653,0.25
true,true,true,false,true,1,make_stuffed_crust_pizza,make||pizza,0.8151120163008481,1
true,true,true,false,true,1,make_stuffed_crust_pizza,"make||pizza,make||pizza",0.6683918533666954,1
true,true,true,false,true,1,make_tea,make||tea,1.1982146639622466,1
true,true,true,false,true,1,make_tea,"make||tea,make||tea",1.1316471826310106,0.625
true,true,true,false,true,1,make_tea,"make||tea,make||tea,make||tea",1.0365507807292451,0.6
true,true,true,false,true,1,make_tea,"make||tea,make||tea,be||tea",1.0936086218703045,0.41666666666666663
true,true,true,false,true,1,make_tea,"make||tea,be||tea",1.1791953835818936,0.375
true,true,true,false,true,1,make_tea,"make||tea,be||tea,make||tea",1.0460604209194218,0.41666666666666663
true,true,true,false,true,1,make_tea,"make||tea,be||tea,be||tea",1.0555700611095982,0.3333333333333333
true,true,true,false,true,1,make_tea,be||tea,1.1887050237720702,0.25
true,true,true,false,true,1,make_tea,"be||tea,make||tea",1.0936086218703045,0.375
true,true,true,false,true,1,make_tea,"be||tea,be||tea",1.0745893414899514,0.25
true,true,true,false,true,1,play_video_games,play||game,1.0983634419653927,1
true,true,true,false,true,1,play_video_games,"play||game,play||game",0.9610680117197187,1
true,true,true,false,true,1,play_video_games,"play||game,play||game,play||game",0.8924202965968816,1
true,true,true,false,true,1,play_video_games,"play||game,be||game",0.9414543788274795,0.375
true,true,true,false,true,1,play_video_games,"play||game,be||game,be||game",0.882613480150762,0.3333333333333333
true,true,true,false,true,1,play_video_games,play||video_recording,0.8924202965968816,1
true,true,true,false,true,1,play_video_games,"play||video_recording,play||game",0.882613480150762,1
true,true,true,false,true,1,play_video_games,be||game,1.0395225432886752,0.25
true,true,true,false,true,1,play_video_games,"be||game,play||game",0.9120339294891208,0.375
true,true,true,false,true,1,play_video_games,"be||game,be||game",0.9316475623813599,0.25
true,true,true,false,true,1,prepare_birthday_card,make||card,0.9676058893504651,1
true,true,true,false,true,1,prepare_birthday_card,"make||card,make||card",0.8194139963868803,1
true,true,true,false,true,1,prepare_birthday_card,"make||card,make||card,make||card",0.7235251244692666,1
true,true,true,false,true,1,prepare_birthday_card,"make||card,make||card,make||card,make||card",0.627636252551653,1
true,true,true,false,true,1,prepare_birthday_card,"make||card,make||card,be||card",0.610201912202996,0.41666666666666663
true,true,true,false,true,1,prepare_birthday_card,"make||card,be||card",0.7148079542949382,0.375
true,true,true,false,true,1,prepare_birthday_card,"make||card,be||card,make||card",0.5927675718543389,0.41666666666666663
true,true,true,false,true,1,prepare_birthday_card,be||card,0.950171549001808,0.25
true,true,true,false,true,1,prepare_birthday_card,"be||card,make||card",0.7322422946435952,0.375
true,true,true,false,true,1,prepare_birthday_card,"be||card,make||card,make||card",0.610201912202996,0.41666666666666663
true,true,true,false,true,1,prepare_birthday_card,"be||card,be||card",0.6886564437719527,0.25
true,true,true,false,true,1,prepare_soup,make||soup,1.0501626186485176,1
true,true,true,false,true,1,prepare_soup,"make||soup,make||soup",0.9024835004010697,0.5125
true,true,true,false,true,1,prepare_soup,"make||soup,make||soup,make||soup",0.7548043821536219,0.6
true,true,true,false,true,1,prepare_soup,"make||soup,make||soup,be||soup",0.6973736139462812,0.41666666666666663
true,true,true,false,true,1,prepare_soup,"make||soup,be||soup",0.8286439412773458,0.375
true,true,true,false,true,1,prepare_soup,"make||soup,be||soup,be||soup",0.7137824048626642,0.3333333333333333
true,true,true,false,true,1,prepare_soup,be||soup,1.0091406413575599,0.25
true,true,true,false,true,1,prepare_soup,"be||soup,make||soup",0.8040307549027711,0.375
true,true,true,false,true,1,prepare_soup,"be||soup,be||soup",0.877870314026495,0.25
true,true,true,false,true,1,prepare_soup,"be||soup,be||soup,be||soup",0.7794175685281965,0.25
true,true,true,false,true,1,vacuum,be||vacuum,0.980144284806691,0.25
true,true,true,false,true,1,vacuum,"be||vacuum,be||vacuum",0.8339824177741143,0.25
true,true,true,false,true,1,vacuum,"be||vacuum,be||vacuum,be||vacuum",0.627636252551653,0.25
true,true,true,false,true,1,vacuum,"be||vacuum,be||vacuum,be||vacuum,be||vacuum",0.507267656171884,0.25
true,true,true,false,true,1,vacuum,"be||vacuum,make||vacuum",0.46427887175053784,0.375
true,true,true,false,true,1,vacuum,"be||vacuum,use||vacuum",0.4556811148662686,0.375
true,true,true,false,true,1,vacuum,make||vacuum,0.6362340094359222,0.25
true,true,true,false,true,1,vacuum,"make||vacuum,be||vacuum",0.507267656171884,0.25
true,true,true,false,true,1,vacuum,use||vacuum,0.6706250369729991,0.9852941176470589
true,true,true,false,true,1,vacuum,"use||vacuum,be||vacuum",0.48147438551907623,0.375
true,true,true,false,true,1,vacuum,have||vacuum,0.5330609268246915,0.9852941176470589
true,true,true,false,true,1,watch_tv,watch||television_receiver,0.8683734453111911,0.9852941176470589
true,true,true,false,true,1,watch_tv,"watch||television_receiver,watch||television_receiver",0.7136138213943453,0.9852941176470589
true,true,true,false,true,1,watch_tv,"watch||television_receiver,watch||television_receiver,watch||television_receiver",0.6104407387831146,0.9852941176470589
true,true,true,false,true,1,watch_tv,"watch||television_receiver,watch||television_receiver,watch||television_receiver,watch||television_receiver",0.507267656171884,0.9852941176470589
true,true,true,false,true,1,watch_tv,"watch||television_receiver,watch||television_receiver,be||television_receiver",0.5588541974774992,0.41666666666666663
true,true,true,false,true,1,watch_tv,"watch||television_receiver,be||television_receiver",0.6792227938572684,0.375
true,true,true,false,true,1,watch_tv,"watch||television_receiver,be||television_receiver,watch||television_receiver",0.5158654130561531,0.41666666666666663
true,true,true,false,true,1,watch_tv,"watch||television_receiver,be||television_receiver,be||television_receiver",0.5330609268246915,0.3333333333333333
true,true,true,false,true,1,watch_tv,stream||television_receiver,0.6190384956673838,0.25
true,true,true,false,true,1,watch_tv,be||television_receiver,0.7995913902370374,0.25
true,true,true,false,true,1,watch_tv,"be||television_receiver,watch||television_receiver",0.5760497112460377,0.375
true,true,true,false,true,1,watch_tv,"be||television_receiver,be||television_receiver",0.6620272800887299,0.25
true,true,true,false,true,1,watch_tv,"be||television_receiver,be||television_receiver,be||television_receiver",0.5588541974774992,0.25
true,true,true,false,true,1,watch_tv,show||television_receiver,0.5846474681303069,0.25
true,true,true,false,true,1,water_plants,make||plant,0.7762869439454656,0.25
true,true,true,false,true,1,water_plants,be||plant,1.0901050702212922,0.25
true,true,true,false,true,1,water_plants,"be||plant,be||plant",0.9662294940597816,0.25
true,true,true,false,true,1,water_plants,"be||plant,be||plant,be||plant",0.8258371744100698,0.25
true,true,true,false,true,1,water_plants,"be||plant,be||water",0.8919041483628753,0.25
true,true,true,false,true,1,water_plants,necessitate||plant,0.7597702004572642,1
true,true,true,false,true,1,water_plants,be||soil,0.7845453156895663,1
true,true,true,false,true,1,water_plants,necessitate||water,0.8340955461541705,1
true,true,true,false,true,1,water_plants,be||water,0.7659051720499845,0.25
true,true,true,false,true,1,water_plants,"be||water,be||plant",0.8423539178982711,0.25
true,true,true,false,true,1,water_plants,"be||water,be||water",0.7928036874336669,0.25
true,true,false,true,false,1,answer_the_phone,"answer||telephone,answer||telephone,answer||telephone",0.28298050693080307,0.725
true,true,false,true,false,1,answer_the_phone,"answer||telephone,be||telephone",0.3555396112720347,0.375
true,true,false,true,false,1,answer_the_phone,"be||telephone,answer||telephone",0.3337718799696652,0.375
true,true,false,true,false,1,answer_the_phone,"be||telephone,be||telephone,be||telephone",0.3120041486672957,0.25
true,true,false,true,false,1,answer_the_phone,"be||telephone,name||telephone",0.2684686860625568,0.375
true,true,false,true,false,1,answer_the_phone,"be||telephone,make||telephone",0.28298050693080307,0.25
true,true,false,true,false,1,answer_the_phone,be||way,0.28298050693080307,0
true,true,false,true,false,1,answer_the_phone,be||human_body,0.26121277562843365,0.25
true,true,false,true,false,1,answer_the_phone,"name||telephone,be||telephone",0.2684686860625568,0.375
true,true,false,true,false,1,answer_the_phone,"name||telephone,name||telephone",0.2684686860625568,1
true,true,false,true,false,1,answer_the_phone,talk||telephone,0.2684686860625568,1
true,true,false,true,false,1,answer_the_phone,use||telephone,0.3845632530085273,0.9852941176470589
true,true,false,true,false,1,answer_the_phone,"make||telephone,be||telephone",0.2539568651943105,0.25
true,true,false,true,false,1,answer_the_phone,have||telephone,0.37005143214028097,0.9852941176470589
true,true,false,true,false,1,answer_the_phone,get||telephone,0.26121277562843365,0.9852941176470589
true,true,false,true,false,1,answer_the_phone,reserve||right_field,0.13789631639296604,0
true,true,false,true,false,1,bake_parmesan_turkey_meatballs,make||domestic_fowl,0.6034963966842818,0
true,true,false,true,false,1,bake_parmesan_turkey_meatballs,"make||dish,make||dish",0.43124421099661797,0.8970588235294118
true,true,false,true,false,1,bake_parmesan_turkey_meatballs,"make||dish,be||dish",0.4128933935074002,0.375
true,true,false,true,false,1,bake_parmesan_turkey_meatballs,be||domestic_fowl,0.6517761084190243,0
true,true,false,true,false,1,bake_parmesan_turkey_meatballs,"be||dish,be||dish",0.3945425760181824,0.25
true,true,false,true,false,1,bake_parmesan_turkey_meatballs,serve||dish,0.7000558201537669,0.8970588235294118
true,true,false,true,false,1,bake_parmesan_turkey_meatballs,be||food,0.47712125471966244,0.25
true,true,false,true,false,1,bake_parmesan_turkey_meatballs,grate||cheese,0.6517761084190243,0.9558823529411764
true,true,false,true,false,1,bake_parmesan_turkey_meatballs,be||land,0.627636252551653,0
true,true,false,true,false,1,bake_parmesan_turkey_meatballs,reserve||right_field,0.1972712880090912,0
true,true,false,true,false,1,choosing_outfit,wear||dress,0.4425061348925323,1
true,true,false,true,false,1,choosing_outfit,be||garment,0.45153687233931866,0.25
true,true,false,true,false,1,choosing_outfit,wear||garment,0.49669055957325053,1
true,true,false,true,false,1,choosing_outfit,be||thing,0.19593736520451457,0.75
true,true,false,true,false,1,choosing_outfit,be||clothing,0.33413728553109584,0.25
true,true,false,true,false,1,choosing_outfit,be||attire,0.39735244765860045,0.25
true,true,false,true,false,1,choosing_outfit,be||part,0.22392841737658808,0.25
true,true,false,true,false,1,choosing_outfit,be||dress,0.3883217102118141,0.25
true,true,false,true,false,1,choosing_outfit,be||material,0.34316802297788224,0.25
true,true,false,true,false,1,choosing_outfit,"choose||attire,choose||attire",0.3160758106375231,1
true,true,false,true,false,1,choosing_outfit,choose||tract,0.32510654808430944,0
true,true,false,true,false,1,choosing_outfit,reserve||tract,0.1926741947107129,0
true,true,false,true,false,1,clean,clean||housing,0.43415440026129376,0.9852941176470589
true,true,false,true,false,1,clean,clean||way,0.5474120698946747,0.9852941176470589
true,true,false,true,false,1,clean,clean||area,0.349211148036258,0.9852941176470589
true,true,false,true,false,1,clean,clean||fabric,0.33977300890014295,0.9852941176470589
true,true,false,true,false,1,clean,clean||surface,0.3586492871723731,0.9852941176470589
true,true,false,true,false,1,clean,be||part,0.25743349636752116,0.25
true,true,false,true,false,1,clean,reserve||tract,0.32906194302968444,0
true,true,false,true,false,1,clean,clean||room,0.4719069568057541,0.9852941176470589
true,true,false,true,false,1,clean,clean||support,0.3208967306279128,0.9852941176470589
true,true,false,true,false,1,clean,clean||device,0.3730872969236458,0.9852941176470589
true,true,false,true,false,1,clean,clean||water,0.3775255654446033,1
true,true,false,true,false,1,cook_pasta,"cook||dish,cook||dish,cook||dish",0.5705784114105936,0.8970588235294118
true,true,false,true,false,1,cook_pasta,"cook||dish,be||dish",0.6086169721713,0.375
true,true,false,true,false,1,cook_pasta,"cook||dish,make||dish",0.627636252551653,0.8970588235294118
true,true,false,true,false,1,cook_pasta,"be||dish,cook||dish",0.6561651731221827,0.375
true,true,false,true,false,1,cook_pasta,"be||dish,be||dish,make||dish",0.46989214479966757,0.3333333333333333
true,true,false,true,false,1,cook_pasta,"be||dish,make||dish,make||dish,make||dish",0.5705784114105936,0.4375
true,true,false,true,false,1,cook_pasta,"make||dish,cook||dish",0.5895976917909468,0.8970588235294118
true,true,false,true,false,1,cook_pasta,"make||dish,make||dish,be||dish",0.5800880516007701,0.41666666666666663
true,true,false,true,false,1,cook_pasta,"make||dish,make||dish,make||dish,make||dish",0.6086169721713,0.8970588235294118
true,true,false,true,false,1,cook_pasta,add||dish,0.7132230142632421,0.8970588235294118
true,true,false,true,false,1,do_homework,make||work,0.5510952461429148,0.8235294117647058
true,true,false,true,false,1,do_homework,make||thing,0.4822083403750505,0.75
true,true,false,true,false,1,do_homework,make||building,0.4515919378115552,0.25
true,true,false,true,false,1,do_homework,make||way,0.32147222691670035,0
true,true,false,true,false,1,do_homework,get||way,0.3597427301210694,0
true,true,false,true,false,1,do_homework,make||room,0.24437917924665636,0.25
true,true,false,true,false,1,do_homework,make||kid,0.35208862948019565,0.9264705882352942
true,true,false,true,false,1,do_homework,be||building,0.4822083403750505,0.75
true,true,false,true,false,1,do_homework,reserve||right_field,0.16291945283110426,0
true,true,false,true,false,1,do_homework,be||thing,0.2514757089654458,0.25
true,true,false,true,false,1,do_homework,make||dwelling,0.32912632755757415,0.75
true,true,false,true,false,1,fill_medicine_cabinet,make||room,0.2970754982216766,0.25
true,true,false,true,false,1,fill_medicine_cabinet,reserve||right_field,0.13503431737348937,0
true,true,false,true,false,1,fill_medicine_cabinet,be||area,0.2842126426648995,0.75
true,true,false,true,false,1,fill_medicine_cabinet,use||furniture,0.26052825577615785,0.8088235294117647
true,true,false,true,false,1,fill_medicine_cabinet,"be||furniture,be||furniture",0.2960548361092703,0.25
true,true,false,true,false,1,fill_medicine_cabinet,have||room,0.26052825577615785,0.75
true,true,false,true,false,1,fill_medicine_cabinet,be||room,0.43816115744172,0.75
true,true,false,true,false,1,fill_medicine_cabinet,make||furniture,0.36710799677549516,0.25
true,true,false,true,false,1,fill_medicine_cabinet,make||area,0.26052825577615785,0.25
true,true,false,true,false,1,fill_medicine_cabinet,have||furniture,0.2960548361092703,0.8088235294117647
true,true,false,true,false,1,fill_medicine_cabinet,be||housing,0.3197392229980119,0.75
true,true,false,true,false,1,make_coffee,"make||beverage,make||beverage,make||beverage,make||beverage,make||beverage,make||beverage",0.5660760649216334,0.9852941176470589
true,true,false,true,false,1,make_coffee,"make||beverage,make||beverage,make||beverage,make||beverage,be||beverage",0.5660760649216334,0.45
true,true,false,true,false,1,make_coffee,"make||beverage,make||beverage,make||beverage,be||beverage,make||beverage",0.6145968704863448,0.45
true,true,false,true,false,1,make_coffee,"make||beverage,make||beverage,make||beverage,be||beverage,be||beverage",0.7446531809934865,0.4
true,true,false,true,false,1,make_coffee,"make||beverage,make||beverage,be||beverage,make||beverage,make||beverage",0.5660760649216334,0.45
true,true,false,true,false,1,make_coffee,"make||beverage,make||beverage,be||beverage,be||beverage,make||beverage",0.5741628658490853,0.4
true,true,false,true,false,1,make_coffee,"make||beverage,be||beverage,make||beverage,make||beverage,make||beverage",0.5499024630667296,0.45
true,true,false,true,false,1,make_coffee,"make||beverage,be||beverage,make||beverage,be||beverage",0.7233773758222442,0.375
true,true,false,true,false,1,make_coffee,"make||beverage,be||beverage,be||beverage,make||beverage,make||beverage",0.6914636680653804,0.4
true,true,false,true,false,1,make_coffee,"make||beverage,be||beverage,be||beverage,be||beverage",0.5499024630667296,0.3125
true,true,false,true,false,1,make_coffee,"be||beverage,make||beverage,make||beverage,make||beverage,make||beverage",0.5337288612118257,0.45
true,true,false,true,false,1,make_coffee,"be||beverage,be||beverage,be||beverage,make||beverage",0.5337288612118257,0.3125
true,true,false,true,false,1,make_coffee,"be||beverage,be||beverage,be||beverage,be||beverage",0.7021015706510016,0.25
true,true,false,true,false,1,make_coffee,"use||beverage,make||beverage",0.6914636680653804,0.625
true,true,false,true,false,1,make_low_carb_pancakes,"make||cake,make||cake,make||cake,make||cake,make||cake",0.6870072494146472,0.725
true,true,false,true,false,1,make_low_carb_pancakes,"make||cake,make||cake,make||cake,be||cake",0.627636252551653,0.4375
true,true,false,true,false,1,make_low_carb_pancakes,"make||cake,make||cake,be||cake,make||cake",0.6361178235320808,0.4375
true,true,false,true,false,1,make_low_carb_pancakes,"make||cake,make||cake,be||cake,be||cake",0.7124519623559304,0.375
true,true,false,true,false,1,make_low_carb_pancakes,"make||cake,be||cake,make||cake,make||cake",0.695488820395075,0.4375
true,true,false,true,false,1,make_low_carb_pancakes,"make||cake,be||cake,make||cake,be||cake",0.6361178235320808,0.375
true,true,false,true,false,1,make_low_carb_pancakes,"make||cake,be||cake,be||cake,make||cake",0.6700441074537917,0.375
true,true,false,true,false,1,make_low_carb_pancakes,"make||cake,be||cake,be||cake,be||cake",0.6700441074537917,0.3125
true,true,false,true,false,1,make_low_carb_pancakes,"make||cake,make||flour",0.627636252551653,0.375
true,true,false,true,false,1,make_low_carb_pancakes,"be||cake,make||cake,make||cake,make||cake",0.7039703913755028,0.4375
true,true,false,true,false,1,make_low_carb_pancakes,"be||cake,make||cake,make||cake,be||cake",0.6530809654929363,0.375
true,true,false,true,false,1,make_low_carb_pancakes,"be||cake,make||cake,be||cake,make||cake",0.627636252551653,0.375
true,true,false,true,false,1,make_low_carb_pancakes,"be||cake,make||cake,be||cake,be||cake",0.695488820395075,0.3125
true,true,false,true,false,1,make_low_carb_pancakes,"be||cake,be||cake,make||cake,make||cake",0.7209335333363582,0.375
true,true,false,true,false,1,make_low_carb_pancakes,"be||cake,be||cake,make||cake,be||cake",0.6615625364733639,0.3125
true,true,false,true,false,1,make_low_carb_pancakes,"be||cake,be||cake,be||cake,make||cake",0.6615625364733639,0.3125
true,true,false,true,false,1,make_low_carb_pancakes,"be||cake,be||cake,be||cake,be||cake",0.6700441074537917,0.25
true,true,false,true,false,1,make_low_carb_pancakes,make||meal,0.627636252551653,0.8970588235294118
true,true,false,true,false,1,make_low_carb_pancakes,have||cake,0.6700441074537917,1
true,true,false,true,false,1,make_mashed_potato_casserole,"squash||potato,squash||potato,squash||potato,squash||potato,squash||potato,squash||potato,squash||potato,squash||potato,squash||potato",0.6650450358163211,0.625
true,true,false,true,false,1,make_mashed_potato_casserole,"squash||potato,squash||potato,squash||potato,squash||potato,squash||potato,squash||dish",0.648418909920913,0.65
true,true,false,true,false,1,make_mashed_potato_casserole,"squash||potato,squash||potato,squash||potato,squash||potato,squash||dish,squash||potato",0.640105846973209,0.65
true,true,false,true,false,1,make_mashed_potato_casserole,"squash||potato,squash||potato,squash||potato,squash||dish,squash||potato,squash||potato",0.648418909920913,0.65
true,true,false,true,false,1,make_mashed_potato_casserole,"squash||potato,squash||potato,squash||potato,be||potato",0.6733580987640251,0.4375
true,true,false,true,false,1,make_mashed_potato_casserole,"squash||potato,squash||potato,squash||dish,squash||potato,squash||potato,squash||potato",0.640105846973209,0.625
true,true,false,true,false,1,make_mashed_potato_casserole,"squash||potato,squash||potato,be||potato,squash||potato",0.6567319728686171,0.4375
true,true,false,true,false,1,make_mashed_potato_casserole,"squash||potato,squash||dish,squash||potato,squash||potato,squash||potato,squash||potato",0.6816711617117291,0.625
true,true,false,true,false,1,make_mashed_potato_casserole,"squash||potato,squash||dish,squash||potato,squash||dish,squash||potato",0.631792784025505,0.675
true,true,false,true,false,1,make_mashed_potato_casserole,"squash||potato,be||potato,squash||potato,squash||potato,squash||potato",0.6567319728686171,0.45
true,true,false,true,false,1,make_mashed_potato_casserole,"squash||potato,make||potato",0.6567319728686171,0.375
true,true,false,true,false,1,make_mashed_potato_casserole,"squash||dish,squash||potato,squash||dish,squash||potato,squash||potato",0.631792784025505,0.65
true,true,false,true,false,1,make_mashed_potato_casserole,be||dish,0.631792784025505,0.25
true,true,false,true,false,1,make_mashed_potato_casserole,"be||potato,squash||potato,squash||potato,squash||potato,squash||potato",0.640105846973209,0.45
true,true,false,true,false,1,make_stuffed_crust_pizza,"stuff||layer,stuff||layer,stuff||dish",0.5787295315736021,0.9705882352941176
true,true,false,true,false,1,make_stuffed_crust_pizza,"stuff||layer,stuff||dish,stuff||layer",0.5787295315736021,0.9705882352941176
true,true,false,true,false,1,make_stuffed_crust_pizza,be||layer,0.6194851323886446,0.25
true,true,false,true,false,1,make_stuffed_crust_pizza,"be||dish,be||dish",0.4523357349939657,0.25
true,true,false,true,false,1,make_stuffed_crust_pizza,"be||dish,make||dish",0.5705784114105936,0.375
true,true,false,true,false,1,make_stuffed_crust_pizza,"stuff||dish,stuff||layer,stuff||dish",0.5868806517366106,0.9705882352941176
true,true,false,true,false,1,make_stuffed_crust_pizza,"stuff||dish,stuff||dish,stuff||dish",0.5868806517366106,0.9705882352941176
true,true,false,true,false,1,make_stuffed_crust_pizza,"stuff||dish,make||dish",0.6031828920626275,0.9705882352941176
true,true,false,true,false,1,make_stuffed_crust_pizza,"make||dish,be||dish",0.45853211492538987,0.375
true,true,false,true,false,1,make_stuffed_crust_pizza,"make||dish,make||dish",0.5390850540339043,0.8970588235294118
true,true,false,true,false,1,make_tea,"make||beverage,make||beverage,make||beverage,make||beverage,make||beverage,make||beverage",0.628932563039555,0.9705882352941176
true,true,false,true,false,1,make_tea,"make||beverage,make||beverage,make||beverage,make||beverage,be||beverage",0.6072452332795704,0.45
true,true,false,true,false,1,make_tea,"make||beverage,make||beverage,make||beverage,be||beverage,make||beverage",0.628932563039555,0.45
true,true,false,true,false,1,make_tea,"make||beverage,make||beverage,be||beverage,make||beverage,make||beverage",0.6361616729595498,0.45
true,true,false,true,false,1,make_tea,"make||beverage,make||beverage,be||beverage,be||beverage,make||beverage",0.5927870134395806,0.4
true,true,false,true,false,1,make_tea,"make||beverage,be||beverage,make||beverage,make||beverage,make||beverage",0.6361616729595498,0.45
true,true,false,true,false,1,make_tea,"make||beverage,be||beverage,make||beverage,be||beverage,make||beverage",0.7607712152141248,0.4
true,true,false,true,false,1,make_tea,"make||beverage,be||beverage,be||beverage,be||beverage",0.6217034531195601,0.3125
true,true,false,true,false,1,make_tea,"be||beverage,make||beverage,make||beverage,make||beverage,make||beverage",0.5927870134395806,0.45
true,true,false,true,false,1,make_tea,"be||beverage,make||beverage,make||beverage,be||beverage",0.7893001357846545,0.375
true,true,false,true,false,1,make_tea,"be||beverage,be||beverage,make||beverage,make||beverage",0.798809775974831,0.375
true,true,false,true,false,1,make_tea,"be||beverage,be||beverage,be||beverage,make||beverage",0.5855579035195857,0.3125
true,true,false,true,false,1,play_video_games,"play||game,play||game,play||game,play||game,play||game",0.7158976005667292,1
true,true,false,true,false,1,play_video_games,"play||game,play||game,play||game,be||game",0.7158976005667292,0.4375
true,true,false,true,false,1,play_video_games,"play||game,play||game,play||recording",0.6962839676744901,0.41666666666666663
true,true,false,true,false,1,play_video_games,"play||game,be||game,play||game",0.745318049905088,0.41666666666666663
true,true,false,true,false,1,play_video_games,"play||game,be||game,be||game",0.7257044170128488,0.3333333333333333
true,true,false,true,false,1,play_video_games,"play||game,play||recording,play||game",0.745318049905088,0.41666666666666663
true,true,false,true,false,1,play_video_games,"be||game,play||game,play||game",0.7257044170128488,0.41666666666666663
true,true,false,true,false,1,play_video_games,"be||game,be||game,play||game",0.7060907841206097,0.3333333333333333
true,true,false,true,false,1,play_video_games,"play||recording,play||game,play||game,play||game",0.7060907841206097,0.4375
true,true,false,true,false,1,play_video_games,"play||recording,play||game,be||game",0.6962839676744901,0.41666666666666663
true,true,false,true,false,1,prepare_birthday_card,"make||paper,make||paper,make||paper,make||paper,make||paper,make||paper,make||paper,make||paper",0.39227265784478316,0.25
true,true,false,true,false,1,prepare_birthday_card,"make||paper,make||paper,make||paper,make||paper,be||paper",0.4271413385420972,0.25
true,true,false,true,false,1,prepare_birthday_card,"make||paper,make||paper,make||paper,be||paper,make||paper",0.39227265784478316,0.25
true,true,false,true,false,1,prepare_birthday_card,"make||paper,make||paper,be||paper,make||paper,make||paper",0.38355548767045466,0.25
true,true,false,true,false,1,prepare_birthday_card,"make||paper,make||paper,be||paper,be||paper",0.38355548767045466,0.25
true,true,false,true,false,1,prepare_birthday_card,"make||paper,be||paper,make||paper,make||paper,make||paper",0.40970699819344014,0.25
true,true,false,true,false,1,prepare_birthday_card,reserve||right_field,0.1491003920998945,0
true,true,false,true,false,1,prepare_birthday_card,use||paper,0.4271413385420972,0.9852941176470589
true,true,false,true,false,1,prepare_birthday_card,have||paper,0.4358585087164257,0.9852941176470589
true,true,false,true,false,1,prepare_birthday_card,"be||paper,make||paper,be||paper",0.39227265784478316,0.25
true,true,false,true,false,1,prepare_birthday_card,"be||paper,be||paper,make||paper,make||paper",0.38355548767045466,0.25
true,true,false,true,false,1,prepare_birthday_card,"be||paper,be||paper,be||paper",0.4358585087164257,0.25
true,true,false,true,false,1,prepare_birthday_card,"greet||paper,make||paper",0.38355548767045466,0.625
true,true,false,true,false,1,prepare_birthday_card,"greet||paper,greet||paper",0.4009898280191116,1
true,true,false,true,false,1,prepare_soup,"make||dish,make||dish,make||dish,make||dish,make||dish",0.590716472989791,0.8970588235294118
true,true,false,true,false,1,prepare_soup,"make||dish,make||dish,make||dish,be||dish",0.5168769138660672,0.8970588235294118
